date,book,chapter_slug,word_count,sources_count,verify_flag_count,pantry_notes_found,pantry_lib_files_used,thin_pantry,mechanism_explained,contested_claims_flagged
2026-05-15,physics-plus-one-thermodynamics,00-how-to-use-the-simulations,2132,6,0,1,0,false,"Brutalist three-file system (CLAUDE/DESIGN/PROJECT) plus four-move prompt (Show/Say/Constrain/Verify); ideal-gas-in-a-box as first worked sim",0
2026-05-15,physics-plus-one-thermodynamics,01-temperature-thermal-energy,2415,5,0,0,2,false,"Temperature as proxy for mean translational KE per molecule; distinguishing T, U, and Q; zeroth law as basis for thermometry",0
2026-05-15,physics-plus-one-thermodynamics,02-heat-transfer,2318,6,0,0,1,false,"Fourier conduction law; Newton cooling; Stefan-Boltzmann radiation; convection as combined transport",0
2026-05-15,physics-plus-one-thermodynamics,03-ideal-gas-kinetic-theory,2364,5,0,0,1,false,"Deriving PV=NkT from elastic wall collisions; Maxwell-Boltzmann speed distribution; equipartition theorem and its failures",1
2026-05-15,physics-plus-one-thermodynamics,04-first-law,2426,5,0,0,2,false,"First law as energy conservation extended to heat; state functions (U) vs path functions (Q, W); sign conventions",0
2026-05-15,physics-plus-one-thermodynamics,05-pv-diagrams-processes,2412,6,0,0,2,false,"Four canonical processes (isothermal, isobaric, isochoric, adiabatic) on PV diagrams; Otto cycle as worked engine example",0
2026-05-15,physics-plus-one-thermodynamics,06-second-law-heat-engines,2464,6,0,0,2,false,"Carnot efficiency bound derived from impossibility of perpetual motion; Kelvin-Planck and Clausius statements as equivalent",0
2026-05-15,physics-plus-one-thermodynamics,07-entropy,2577,6,0,0,2,false,"Clausius integral definition and Boltzmann S=k_B ln W agree; second law as statistical not absolute; entropy as multiplicity",0
2026-05-15,physics-plus-one-thermodynamics,08-statistical-mechanics,2279,8,0,1,0,false,"Boltzmann distribution derived from max-entropy under energy constraint; partition function Z as master object; Schottky anomaly as two-level signature",1
2026-05-15,physics-plus-one-thermodynamics,09-thermodynamics-real-world,2549,9,0,1,0,false,"Real engine cycles (Rankine steam, Brayton gas, vapor-compression refrigeration); CHP recovery; data-center cooling as thermodynamics problem",0
2026-05-15,physics-plus-one-thermodynamics,10-capstone-entropy-information-quantum,2875,11,0,1,0,false,"Maxwell's demon resolved by Landauer-Bennett (k_B T ln 2 per erasure); Shannon-Gibbs entropy equivalence; von Neumann entropy as quantum bridge",2
